Time(Minutes);EntityID;ObjectName;ProcessID;StepName;Action
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Assign] IdHora;Assigning state variable 'ModeloBase.MStaHoraIdx' the value '1'. Previous value was '1'.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Assign] Tipos;Assigning state variable 'EntCliente1.77.EStaNTipos' the value '1'. Previous value was '1'.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Assign] TipoAComprar;Assigning state variable 'EntCliente1.77.EStaTipo1' the value '8'. Previous value was '1'.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Assign] KgComprar;Assigning state variable 'EntCliente1.77.EStaKg1' the value '0,612834993768847'. Previous value was '0'.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Decide] Si2Tipos;Token branching on condition 'EntCliente.EStaNTipos >= 2'.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[Decide] Si2Tipos;Token sent to 'False' exit.
1,11463358043867;EntCliente1.77;ModeloBase;6.ProcesoAsignarTiposCliente;[End];Process 'ProcesoAsignarTiposCliente' execution ended.
1,11463358043867;EntCliente1.77;SrcClientes;5.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'EntCliente1.77' transferring from '[Station] SrcClientes.Processing' into station 'SrcClientes.OutputBuffer'.
1,11463358043867;EntCliente1.77;SrcClientes;1.OnEntityArrival;[End];Process 'SrcClientes.OnEntityArrival' execution ended.
1,11463358043867;EntCliente1.77;SrcClientes;6.OnEnteredOutputBuffer;[Begin];Process 'SrcClientes.OnEnteredOutputBuffer' execution started.
1,11463358043867;EntCliente1.77;SrcClientes;6.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'EntCliente1.77' ending transfer into station 'SrcClientes.OutputBuffer'.
1,11463358043867;EntCliente1.77;SrcClientes;6.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'EntCliente1.77' transferring from '[Station] SrcClientes.OutputBuffer' into node 'Output@SrcClientes'.
1,11463358043867;EntCliente1.77;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@SrcClientes.OnEnteredFromAssociatedObject' execution started.
1,11463358043867;EntCliente1.77;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@SrcClientes.Entered'.
1,11463358043867;EntCliente1.77;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'EntCliente1.77' transferring from '[Node] Output@SrcClientes' into node 'Input@SrvVenta'.
1,11463358043867;EntCliente1.77;Input@SrvVenta;4.OnEnteredToAssociatedObject;[Begin];Process 'Input@SrvVenta.OnEnteredToAssociatedObject' execution started.
1,11463358043867;EntCliente1.77;Input@SrvVenta;4.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@SrvVenta.Entered'.
1,11463358043867;EntCliente1.77;Input@SrvVenta;4.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.77' transferring from '[Node] Input@SrvVenta' into object 'SrvVenta'.
1,11463358043867;EntCliente1.77;Input@SrvVenta;4.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'EntCliente1.77' transferring from '[Node] Input@SrvVenta' into station 'SrvVenta.InputBuffer'.
1,11463358043867;EntCliente1.77;SrcClientes;5.OnEnteredProcessing;[End];Process 'SrcClientes.OnEnteredProcessing' execution ended.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Begin];Process 'SrvVenta.OnEnteredInputBuffer' execution started.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Execute] EnteredAddOnProcess;Executing process 'ProcVentaCliente'.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Begin];Process 'ProcVentaCliente' execution started.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Decide] SiInventario1;Token branching on condition 'MStaInventario[EntCliente.EStaTipo1] >= EntCliente.EStaKg1'.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Decide] SiInventario1;Token sent to 'True' exit.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Assign] QuitaDeInv1;Assigning state variable 'ModeloBase.MStaInventario[8]' the value '49,3871650062312'. Previous value was '50'.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Assign] Venta1;Assigning state variable 'ModeloBase.MStaVentas[8]' the value '1,61283499376885'. Previous value was '1'.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Decide] SiTipo2;Token branching on condition 'EntCliente.EStaNTipos >= 2'.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[Decide] SiTipo2;Token sent to 'False' exit.
1,11463358043867;EntCliente1.77;ModeloBase;5.ProcVentaCliente;[End];Process 'ProcVentaCliente' execution ended.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[EndTransfer] IntoInputBuffer;Entity 'EntCliente1.77' ending transfer into station 'SrvVenta.InputBuffer'.
1,11463358043867;EntCliente1.77;Output@SrcClientes;5.OnExited;[Begin];Process 'Output@SrcClientes.OnExited' execution started.
1,11463358043867;EntCliente1.77;Output@SrcClientes;5.OnExited;[Fire] ExitedEvent;Firing event 'Output@SrcClientes.Exited'.
1,11463358043867;EntCliente1.77;Output@SrcClientes;5.OnExited;[End];Process 'Output@SrcClientes.OnExited' execution ended.
1,11463358043867;EntCliente1.77;Input@SrvVenta;5.OnExited;[Begin];Process 'Input@SrvVenta.OnExited' execution started.
1,11463358043867;EntCliente1.77;Input@SrvVenta;5.OnExited;[Fire] ExitedEvent;Firing event 'Input@SrvVenta.Exited'.
1,11463358043867;EntCliente1.77;Input@SrvVenta;5.OnExited;[End];Process 'Input@SrvVenta.OnExited' execution ended.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' waiting to seize '1' resource(s) of resource type '[ParentObject] SrvVenta'.
1,11463358043867;EntCliente1.77;SrcClientes;6.OnEnteredOutputBuffer;[End];Process 'SrcClientes.OnEnteredOutputBuffer' execution ended.
1,11463358043867;EntCliente1.77;Output@SrcClientes;1.OnEnteredFromAssociatedObject;[End];Process 'Output@SrcClientes.OnEnteredFromAssociatedObject' execution ended.
1,11463358043867;EntCliente1.77;Input@SrvVenta;4.OnEnteredToAssociatedObject;[End];Process 'Input@SrvVenta.OnEnteredToAssociatedObject' execution ended.
1,11463358043867;--;--;--;--;Resource 'SrvVenta' checking allocation queue which contains '1' item(s).
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' checking availability to seize '1' resource(s) of resource type '[ParentObject] SrvVenta'.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' checking availability to seize '1' capacity unit(s) of resource 'SrvVenta’.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' found ‘999’ currently available capacity unit(s) of resource 'SrvVenta’.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' found '1' currently available resource(s) of resource type '[ParentObject] SrvVenta'.
1,11463358043867;--;--;--;--;Resource 'SrvVenta' selecting object 'EntCliente1.77' waiting at rank position '1' in allocation queue which contains '1' item(s).
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' seized '1' capacity unit(s) of resource 'SrvVenta'.
1,11463358043867;--;--;--;--;Changing from AutoState 'Starved' to 'Busy' on resource 'SrvVenta'.
1,11463358043867;--;--;--;--;Assigning state variable 'SrvVenta.ResourceState' the value '1'. Previous value was '0'.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Seize] Server;Object 'EntCliente1.77' completed seize of '1' resource(s) of resource type '[ParentObject] SrvVenta'.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[Transfer] ToProcessing;Entity 'EntCliente1.77' transferring from '[Station] SrvVenta.InputBuffer' into station 'SrvVenta.Processing'.
1,11463358043867;EntCliente1.77;SrvVenta;4.OnEnteredProcessing;[Begin];Process 'SrvVenta.OnEnteredProcessing' execution started.
1,11463358043867;EntCliente1.77;SrvVenta;4.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'EntCliente1.77' ending transfer into station 'SrvVenta.Processing'.
1,11463358043867;EntCliente1.77;SrvVenta;4.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
1,11463358043867;EntCliente1.77;SrvVenta;4.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
1,11463358043867;EntCliente1.77;SrvVenta;4.OnEnteredProcessing;[Delay] ProcessingTime;Delaying token for '0,5' Minutes until time '1,61463358043867' Minutes. Delay multiplier was '1'.
1,11463358043867;EntCliente1.77;SrvVenta;0.OnEnteredInputBuffer;[End];Process 'SrvVenta.OnEnteredInputBuffer' execution ended.

